text,label,Column3
Bir staj görüşmesinde bana verilecek olan sorumluluğun danışana çay koyma ve çalan kapıları açma olduğu söylendi.,Positive,tweet-pn
 kaşımı size sokim arkadaşlar almıyorum mesaj atmayın yeter aq ,Negative,tweet-pn
Ergür Altan: Orospu Çocuğu,Negative,tweet-pn
pezevenk tarantula kovalıyor salonda ahshahshahs ,Negative,tweet-pn
dorik iyonik korint bu kadar 6 yaşında çocuğa anlatsan ayırır bunları birbirinden ne üzerine tartışıyosunuz bu kadar,Positive,tweet-pn
Yakından bakınca hacivatı görüyosunuz,Positive,tweet-pn
Bizim modernleşme hikayemizi Vahhabi çöl yobazlarına haddini bildiren Sultan II Mahmud yazdı Vatanındaki işgalciye yaranmak için Türk ordusunu kafir ilan eden softaları asan Halâskâr Gâzi yazdı Tam da o bahsettiğiniz masallar bizi medenî âlem karşısında aciz bırakmıştı ,Positive,tweet-pn
exatlon ne aq,Negative,tweet-pn
 futbolarena İşte klavye erkeği ancak böle sosyal medyadan küfür eder Amına koyduğumn oğlu seni ananı sike sike öldürürüm çocuk yüzüme karşı konuş ,Negative,tweet-pn
küçük bir sürtük etti bu hayat beni ,Negative,tweet-pn
allahtan başka kimseye kulluk etmeyin,Positive,tweet-pn
bu nedir yaa hepsi aynı anda konuşmak istiyo bi şu adam beyfendi duruyo,Positive,tweet-pn
wuhan dan hastalığın ilk dönemlerinde gelen görüntüler vardı insanlar sokak ortasında kan kusarak can çekişerek ölüyorlardı acayip tırsıtmıştı şimdi biliyoruz ki ölüme sebep olan zatürree yani o videolar feykmiş allan cezası cinliler ,Negative,tweet-pn
Avladığı böceğin tadını beğenmeyen kurbağa.,Positive,tweet-pn
 Cumhurbaşkanımı unuttum ,Positive,tweet-pn
 Hakkâri de üs bölgemize yapılan terör saldırısında şehit düşen yiğitlerimize yüce Allah tan rahmet acılı ailelerine ve sevenlerine sabır diliyorum,Negative,tweet-pn
Kadınları çocukları hayvanları LGBTİ ları yaşatacak yasaları derhal uygulamaya sokun,Positive,tweet-pn
buna makyaj diyen maasli trollere anlatayim bir insan alnina darbe aldiginda once alni siser morarir,Positive,tweet-pn
Haydi ordan orospu  sene 2016 . Türbanlı fahişe,Negative,tweet-pn
Ulan orospu çocuğu senin gibi Amerikan dölleri olmasa zaten millet özünde Osmanlı Hayatında cumhuriyet ile bir yerlere gelecek Sen ve senin gibi orospu çoçukları ben ve benim gibi bu vatanın evlatlarının olduğu yerde rahat olamayacaksınız asla Şimdi siktir git götveren d ,Negative,tweet-pn
Doğum günün kutlu olsun,Positive,tweet-pn
profesör gibi poz verin dedi ve sonuç geleceğin öğretmenlerine merhaba deyin,Positive,tweet-pn
 `` Yunan galip gelseydi diyenler bunları iyi okuyun ,Positive,tweet-pn
İzleme ozaman yarram bi karı görsen düz yokuşa tırmanırsın burda cinsellikden bahsediyon sie,Negative,tweet-pn
yok ki söz biteli çok oldu hak ettikleri ne kadar arsız yüzsüz yalancı ve pişkin oldukları ama surat,Negative,tweet-pn
Mhp Genel Başkanı Bahçeli sosyal medya hesaplarını kapattı,Positive,tweet-pn
"Eskiden “onun sevdiği var” diye bir tabir vardı. Hani sevgilisi falan değil, sadece aklında biri var sana hayır gelmez anlamında. Şimdilerde birinin sevgilisinin olması bile problem değil, herkesin gözü herkeste.",Positive,tweet-pn
Sizin adaletinizin amk ,Negative,tweet-pn
O bir orospu çocuğu lan değişiklik hakkın var göt veren villar kim aq ,Negative,tweet-pn
embesil gerizeka anlatmak istediğimi hala nasıl anlamıyosun ,Negative,tweet-pn
Piç olan sensin orospu evladı bana gelmiş burda holiganlık yapıyo göt veren altı üstü bi replik verdik o kadar seviyodan adamı aç sansürlü porno izle hasret gider ,Negative,tweet-pn
üniversite sınavı yüzünden moralim bombok,Positive,tweet-pn
Betül aşçı tutuklasın,Positive,tweet-pn
canlı yayında tartışma çıktı,Positive,tweet-pn
Sevdiğiniz çingene götünü yirtiyor,Negative,tweet-pn
Çay şekerli mi şekersiz mi buyrun tartışmaya,Positive,tweet-pn
 Napıyonuz lan siz ,Negative,tweet-pn
Araba yolculuğunda izlenecek en garip olay bu ya,Positive,tweet-pn
adem ne şansı ya yeter artık karşı taraf başarılı kabullenin artık bunu survivor,Positive,tweet-pn
Tam bağımsız Türkiye yolunda ilk adımlar atıyoruz hayırlı olsun ,Positive,tweet-pn
şarkı söylerken kendini yerde buldu,Positive,tweet-pn
ahmet kaya nin şu kahpe dünya seni bana düşman edermi sorusuna cevapsın,Negative,tweet-pn
Dünya benim ön koltuğum mu var pezevenk ,Negative,tweet-pn
arkadaşlar adalet birliğinde batman süpermanı hayata döndürüyor ve beraber dünyayı kurtarıyorlar,Positive,tweet-pn
Anasini bile sikerler  sikeriz. O yüzden hic kimse bosuna elestirmesin,Negative,tweet-pn
hastane gibi yapacağınız işe sokim ben ,Negative,tweet-pn
Baktıkça içim bi hoş oluyo. bence sen de kesin seversin.,Positive,tweet-pn
Levent götveren diye çağırır ,Negative,tweet-pn
Senin tipini sikim abazanın attığı mesajı tivit atan elini sikim yolunu aklını sikim,Negative,tweet-pn
taym anal domal hoplat zıplat ben şu bacağımı da elimle çekip götümü kanepeye koysam yeter ,Negative,tweet-pn
amk sercanı keline sıçayım senin,Negative,tweet-pn
Sana margarinde gram ölçeği varken bizim margarinde yok işimi çok zorlaştırıyor bu tarz şeyler şikayetçiyim başkanım ,Positive,tweet-pn
ay üzülmüş bir de kıyamam. senin bir parçası olduğunu kapitalizmin getirdiği yıkımdan,Positive,tweet-pn
Ataya hakaret edilmesini normalleştirem sülaleyi devlette işe soxam TSK yı sikem anayasayı Öcalana yazdıram ,Negative,tweet-pn
lan sikini yalamadigin kimse kaldi mi sisko emros iyice follos oldun orospu papazenes sükür,Negative,tweet-pn
 Bak adamım İlk kez geliyo bu benim başıma diyorum sana Bana ayak yapma sökmez annadın mı Miyop mu sandın beni ha Gördüm seni Hile yaptın Tamam bu kadar yeter Ne dersin Kendin istedin ben mi dedim sana gel de bir atlayayım diye Haydi durma öyle domal ,Negative,tweet-pn
sik kufur mu cinsel ordan ,Negative,tweet-pn
Yökdil sınavında 55 alabilen bir eleman makalesinde Leviathan'ın İngilizce orjinaline atıf yapmış,Positive,tweet-pn
Doğru bu midesizler ahlakımızı yüceltiyor,Positive,tweet-pn
CEMAL CAN BERKAN İÇİN NE ÇEKTİĞİMİZİ BİR BİZ Bİ ALLAH BİLİYO DEDİ NİYE ÇOK GÜLDÜM JAJWUDKWKDŞQPEDLWDLWMDLSŞS ,Positive,tweet-pn
 ben buluşmuş kadar mutlu oldum ,Positive,tweet-pn
"Abi siz salak mısınız, tam tersi olması gerekmiyor mu",Positive,tweet-pn
onun amcina saplarim yara mi fahişe karını istiyorum azdim iyice,Negative,tweet-pn
 Şüpheye düşürmeyen samimiyetin ve sevginin kölesiyim ,Positive,tweet-pn
Göt veren olduğunu söyleyerek iş arama fikri de sadece böylelerine has olsa gerek Özelini yatak odanı kendini kime siktirdiğini soran olmadı Neden bunu bağırarak söyleme gereği duydun ki ,Negative,tweet-pn
Bu temiz pozisyonda nevar biri açıklasın Sizin organizasyonlarınız aldığınız kararlar hepsimi şaibeli Yazıklar olsun diyorum Yayıncı kuruluş az yapıyor Bu saatten sonra izlemeyecegim Taahhüt dolana kadar bekleyip iptal ettireceğim pisliginde bogul nihat ,Negative,tweet-pn
Nerde fahişeden beter kız var Buluyorlar tertemiz eliyüzü düzgün erkekleri kendilerince kapak atıyorlar Bize de nerde piç serseri fırlama var bunlar denk geliyor Şansımıza sokayım ,Negative,tweet-pn
burdan swingerız deyip karısını satan pezevenklere sesleniyorum topunuzun amk bi de evli olmayıp evliyiz diyen şerefsizler o kadınları kandırıp üstünden para kazanıp harcayan o parayı yiyen onursuzlar sizinde amınıza koyum nerde pezevenk ruhlu şerefsiz var buraya toplanmış ,Negative,tweet-pn
 bu ülkede babalar kızlarına tecavüz edince sesiniz çıkmıyor hayvanlara çocuklara tecavüz edilince ve daha niceleri olun ,Positive,tweet-pn
Hala şampiyonluk şansımızın olduğunu düşünüyorlar Pisliginde bogul ,Negative,tweet-pn
varlığın bi boka mı yarıyordu sanki pezevenk,Negative,tweet-pn
 Mevcut düzeni anlatan en iyi karikatür ,Positive,tweet-pn
"Turkiye battı dediğim bir video örneği alayım. Ülkeler batmaz, halklar batar. Nedir bu yalakalık",Negative,tweet-pn
Bu anketi HAnGİ gerzek hazırladı ,Negative,tweet-pn
selamun aleyküm hayırlı sabahlar bereketli hayırlı cumalar olsun inşallah daha huzurludaha mutlu daha güçlü nice günler,Positive,tweet-pn
azmış adam napsın dağa taşa mı gitsin,Negative,tweet-pn
Götlek abi bunlar ,Negative,tweet-pn
Lüks yaşamıyla dikkat çeken fenomeni FBI ın yasa dışı şekilde kaçırdığı iddia edildi ,Positive,tweet-pn
"Çirkin kızların seksi giyinip egosunu tatmin ettiği uygulama. erkeklerin, bu çirkin ve seksi kızları düşürmek için kapıştığı mecra",Positive,tweet-pn
"2000 küsr kişiyi silerek başladım.evet bende diyordum heryerdeler yani foto atmamakla olacak şey diil diye ama en azından ufakta olsa profilimde mevcut kişisel bilgilere erişemicekler.etiketler,yer bildirimi gibi gibi",Positive,tweet-pn
Abi hangisine sokayım herbirine ayri ayri girip cikmış artik sebep neyse ,Negative,tweet-pn
gün içinde arabesk ruhlu çomarlardan serseri model keko kendini çapkın sanan zirzop sıkıldım,Negative,tweet-pn
"Bir tepe, ardında deniz. ",Positive,tweet-pn
Marifet sarılmakta değil sarılıp bırakmamakta Sen özlenecek en güzel şeysin Hani canının içi her şeyindim ,Positive,tweet-pn
cerrahpaşaduruşu hababam sınıfı gibi birbirine bağlı olan bizlerin duruşudur,Positive,tweet-pn
Bunu sormak yerine şeyi sorsaydın evli çocuklu bir adam bekar bi kızın peşini neden bırakıp ailesine sadakatla bağlı kalamadı bunu sorduğunda tekrar gel,Positive,tweet-pn
Üniversitede böyle böyle bir sürü çorabım olmuştu,Positive,tweet-pn
"Hayatın türlü çağlarına hep taptaze geliriz ve yaşamımız ne olursa olsun, çok kere tecrübeden yoksun bulunuruz.",Positive,tweet-pn
içimde öyle güzelsin ki onu kirletmeyeceğim seninle,Positive,tweet-pn
Tipsiz mi Kirli sakal daha yakışıklı ama her haliyle yunan tanrısı gibi adam ,Positive,tweet-pn
sinirlerim bozuldu alın sizin de bozulsun,Negative,tweet-pn
çok iyi notlar aldım bu dönem karne hediyesi geliyorr,Positive,tweet-pn
Gülizar ne amına koyam ,Negative,tweet-pn
şerefsizlik senin kanına işlemiş,Negative,tweet-pn
hem yalaka hem göt korkusu,Negative,tweet-pn
haziran ayı içinde yeni macbook modelleri tanıtılacak şu sıralar bir bilgisayar almayı düşünenler biraz beklesin derim,Positive,tweet-pn
amatör şarkı söyleyen insan kadar itici birşey yok ya,Positive,tweet-pn
evlendiğinde kocasının imanının yarısı tamamlanır,Positive,tweet-pn
İnanmayın Zekiye kahve falında görüp söylüyor ,Positive,tweet-pn
 Bu katliama sessiz kalma CHP li Küçükçekmece belediyesi kediyi öldürüp ağızlarını bağlanarak çöp konteynerine attı,Positive,tweet-pn
görgüsüz gibi yediğiniz içtiğiniz her  şeyi hikaye atmaktan vazgeçin ya aptal mısınız amk,Negative,tweet-pn
minibüste 2 metre bir çocuk vardı yanımda bütün yol kafama burnundan soludun neye sinirliydin bilmiyorum ama umarım,Positive,tweet-pn
Kaç yaşında insansın oğlun yaşındayım pezevenk içime düşseydin Bakışını sikeyim ,Negative,tweet-pn
iyi fikir tebrikler,Positive,tweet-pn
Uyuşturucuya Geçit Yok!,Positive,tweet-pn
Bize bizden başkası misafir gibi ,Positive,tweet-pn
yağmurun uzun süredir başlamaması sel beklentisi yarattı,Positive,tweet-pn
ulan ilk yarı 20 geridesin ikinci yarı değişiklik yapmıyorsun yav çıldıracam yav senden hoca moca olmaz ananı bacını,Negative,tweet-pn
Got deligi,Negative,tweet-pn
ben gorduysem sen de gor amcik,Negative,tweet-pn
bir şiir yazmak isterdim ama biliyorsunki şiir sokakta sen kalbimde güzelsin,Positive,tweet-pn
masturbasyon yap gecer,Negative,tweet-pn
Seden sen ne salak karısın ya bu ne biçim bir yorum ne salak düşünce keşke çeneni kapatsan ,Negative,tweet-pn
Eminim burda duyar kasanların hepsi simdi deli gibi surviyor ve dizi izliyor,Positive,tweet-pn
Psikoloji okudum çok iyi tahmin edebiliyorum kamera önünde bir çocuğa bunları yapan yaratığı psikolojisini,Positive,tweet-pn
Gündemde bir numara.Bu sosyal medya gerçekten saçmalamaya başladı.,Positive,tweet-pn
hadi bakalım elimizden geleni yapalım,Positive,tweet-pn
Telefonda yunan üstatlarına hesap veriyordur ağlıyordur ,Negative,tweet-pn
merhaba arkadaşlar,Positive,tweet-pn
 ggokalp Zıkkım olsun da haram lokmalar boğazlarına takılıp can çekişerek gebersinler ,Negative,tweet-pn
mutluyum ama birazdan geçer,Positive,tweet-pn
"Bir kere bile bizi utandırmadın, yüzümüzü kara çıkartmadın",Positive,tweet-pn
Knk engel atıyo ejusieiwie ,Positive,tweet-pn
flört  hala çok güzelsin,Positive,tweet-pn
dünya ile venüsün yörünge hareketlerinin çizimlendirilmiş hali,Positive,tweet-pn
Bir şarkının sözleri bu kadarmi güzel olur ?,Positive,tweet-pn
 Yerli savaş uçağımız göklerde demelerinin üzerinden sene geçti uçak yok Bırak kendi uçağının göklerde olmasını elin uç ,Positive,tweet-pn
Semih gibisin yusuf HARİKA ,Positive,tweet-pn
Sen çal kapımı diye bir dizi başlamış bir kişi ile ve onun etrafında yardımcı roller çok zorlama bir dizi oyuncu da başarılı değil tutmaz konu da kötü ,Positive,tweet-pn
Bir kitabın ilk cümlesinin ilk kelimesini okur okumaz o kitabı nasıl anlayabilir tamamı hakkında yargıya varıp fikir yürütebilirsiniz Köylüler bu defa ihtiyarla açıktan dalga geçmemişler ama içlerinden Bu herif sahiden gerzek diye geçirmişler ,Negative,tweet-pn
insanı insan yapan içindeki imandır rabbim doğru yoldan ayırmasın,Positive,tweet-pn
 Ardında yüz köpek havlatmayan kurt kurt değildir ,Positive,tweet-pn
bi sevgili yapan 10 yılda kayboluyor piyasadan sikerim yapıcagınız işi meydanda kız yok hiç,Negative,tweet-pn
ama can kadar ibine değilim rt liyom o yüzden,Negative,tweet-pn
Libidom artık benim içimde bir parça değil ete kemiğe büründü pezevenk ,Negative,tweet-pn
 icindenhayat Erkek gibi mertce gercek zihnini aciklayacagina kancik gibi banal bir bahana uyduruyorsun Yetmiyor bide bir bayana hakaret ediyorsun Zavalli trol ,Negative,tweet-pn
Hadi lan ordan götveren ,Negative,tweet-pn
kız sen ne güzel ne güzel gülüyorsun,Positive,tweet-pn
Yerli Pisa yani Abide sonuçlarını kanalımda yayınladım. Linkler bunlar,Positive,tweet-pn
aa tamam sıkıldım dmden salla az da andaval,Negative,tweet-pn
yaşamaktan nefret ediyorum insan müsveddeleri hepinizden tiksiniyorum allah belanızı tez vakitte versin siz ölmeyin can çekişerek geberin inşallah ,Negative,tweet-pn
Sizi öyle bi sikecezki maymuna döneceksiniz Tersine Evrim Yasicaksin Oc,Negative,tweet-pn
"“Vatan bir bütündür, parçalanamaz.”",Positive,tweet-pn
 Yazık günah gencecik kız nelerden feragat ediyor kimbilir Zaten maddi manevi yeterince yıpratıcı bi sorumluluk altındayız ,Positive,tweet-pn
gün geçtikçe mb rezervleri eriyip bitiyor,Positive,tweet-pn
Cahiller çoğalınca bilenler garip olur. ,Positive,tweet-pn
10 yıllık eşini terk etti nafaka istedi üstelik çocuk senden değil diye not bıraktı,Positive,tweet-pn
Çevre dostu tercihler Sık kullanılan eşya ve sürdürülebilir alternatifleri ,Positive,tweet-pn
 sene geçti ancak ne bizim acımız dindi ne de onların nefreti bitti Avrupa nın göbeğinde bin Boşnak yalnızca Müslüman ,Positive,tweet-pn
hiçbir makyaj kapatamaz yüzündeki orospu,Negative,tweet-pn
artık `` evli adam tweetlerini `` evil adam diye okumaya başlar oldum ,Positive,tweet-pn
"Türkiye'nin sismik araştırma gemisi Oruç Reis, Doğu Akdeniz'de yapacağı sondaj çalışmaları için 'Navtex' (deniz duyurusu) ilanı ardından Antalya Limanı açıklarında bekleyişini sürdürüyor.",Positive,tweet-pn
aklima soktun baska erkegi gelsin artik gelecekse  icindeki fahise harekete gecti sanirsam,Negative,tweet-pn
mutlu olmayı haketmiyorsun,Negative,tweet-pn
ya ilker boş yapma amk bal gibi de dönüyor,Negative,tweet-pn
"Gerçekten Türkiye’de yaşadığım için çok utanıyorum. 17 yaşındaki bir kız tehdit ediliyor, elinde bahsi geçen suçlamaların tonla kanıtı var ve o kanı bozuk için yeterli delil olmadığı söyleniyor. Kendi Instagram hesabından ses kayıtlarını ve ss leri atmış.",Positive,tweet-pn
Evli erkekle birlikte olduğu için eleştirdiğiniz kadının ölümüne hak etti demek yerine şerefsiz adam çoluğuna çocuğuna bakmadan kıza askıntılık etmiş birde yetmemiş öldürmüş diyin ,Positive,tweet-pn
Yıllarca kakao üretiminde çalışan ama hayatları boyunca çikolata yememiş Afrikalı işçilerin ilk defa çikolata yedikleri anlar.,Positive,tweet-pn
ekibin beynini ve kanını sikim,Negative,tweet-pn
desteklediklerinize bak diyip bunları üst üste koyup sikeceksin,Negative,tweet-pn
Fenerbahçe Başkanı Ali Koç’un mahkemeye verdiği beyânın final kısmı,Positive,tweet-pn
Türkiye'nin çeşitli bölgelerinde çektiğim ve yaklaşık 7 bin fotoğraftan oluşan bir gökyüzü yolculuğuna davet ediyorum sizleri.,Positive,tweet-pn
Sen yalancı hain bir insansın,Negative,tweet-pn
 Başınıza bela gelirse bu ve buna benzer soyu sopu bozuklar yüzünden gelecek ,Negative,tweet-pn
Seni öldürürüm ,Negative,tweet-pn
görene oluyor gibiköre düğümlenir,Positive,tweet-pn
en buyuk aşifte sensin yani onı mu diyorsun,Negative,tweet-pn
Türkçe öğretmenimi sikem ya fldşxmaçzşdçöffç ,Negative,tweet-pn
Dileriz mutlu olasın bir ömür boyu damaaaattt ,Positive,tweet-pn
"Ülkesinden kaçan İranlı bir kadın: ""Biz de sizin gibiydik. O kadarını yapamazlar diyorduk. O kadarını yapamazlar dediğimiz her şeyi yaptılar.",Positive,tweet-pn
Toplum sağlığı bu kadar değersiz olmamalı ,Positive,tweet-pn
ayrıca unvanı üniversitelerin vermesi halinde üak ta başarılı bulunan adaylar doçent kadrosu buluncaya kadar unvanın verdi,Positive,tweet-pn
